id,code,name,dpto_id/id,shape_id
dpto_53,dpto_sv_dte.04_12,La Palma,dpto_sv_dte.04,79315794B91640994883440
dpto_54,dpto_sv_dte.04_13,La Reina,dpto_sv_dte.04,79315794B50712403936240
dpto_55,dpto_sv_dte.04_14,Las Vueltas,dpto_sv_dte.04,79315794B51225933452893
dpto_56,dpto_sv_dte.04_15,Nombre De Jesus,dpto_sv_dte.04,79315794B58597926868291
dpto_57,dpto_sv_dte.04_16,Nueva Concepcion,dpto_sv_dte.04,79315794B30696724436757
dpto_58,dpto_sv_dte.04_17,Nueva Trinidad,dpto_sv_dte.04,79315794B84304690864499
dpto_59,dpto_sv_dte.04_18,Ojos De Agua,dpto_sv_dte.04,79315794B88702349883992
dpto_60,dpto_sv_dte.04_19,Potonico,dpto_sv_dte.04,79315794B63410883785834
dpto_61,dpto_sv_dte.04_20,San Antonio de La Cruz,dpto_sv_dte.04,79315794B482670125274
dpto_62,dpto_sv_dte.04_21,San Antonio Los Ranchos,dpto_sv_dte.04,79315794B88320880206273
dpto_63,dpto_sv_dte.04_22,San Fernando,dpto_sv_dte.04,79315794B44373190309719
dpto_64,dpto_sv_dte.04_23,San Francisco Lempa,dpto_sv_dte.04,79315794B81860372869585
dpto_65,dpto_sv_dte.04_24,San Francisco Morazan,dpto_sv_dte.04,79315794B3666946134951
dpto_66,dpto_sv_dte.04_25,San Ignacio,dpto_sv_dte.04,79315794B63439362798626
dpto_67,dpto_sv_dte.04_26,San Isidro Labrador,dpto_sv_dte.04,79315794B28991056951510
dpto_68,dpto_sv_dte.04_27,San Jose Cancasque,dpto_sv_dte.04,79315794B60715586035531
dpto_69,dpto_sv_dte.04_28,San Jose Flores,dpto_sv_dte.04,79315794B77383078083147
dpto_70,dpto_sv_dte.04_29,San Luis Carmen,dpto_sv_dte.04,79315794B79913298248778
dpto_71,dpto_sv_dte.04_30,San Miguel de  Mercedes,dpto_sv_dte.04,79315794B11854735716069
dpto_72,dpto_sv_dte.04_31,San Rafael,dpto_sv_dte.04,79315794B12575080956445
dpto_73,dpto_sv_dte.04_32,Santa Rita,dpto_sv_dte.04,79315794B29196841489463
dpto_74,dpto_sv_dte.04_33,Tejutla,dpto_sv_dte.04,79315794B8005106652117
dpto_75,dpto_sv_dte.05_1,Antiguo Cuscatlan,dpto_sv_dte.05,79315794B97564710343662
dpto_76,dpto_sv_dte.05_2,Ciudad Arce,dpto_sv_dte.05,79315794B75858091491233
dpto_77,dpto_sv_dte.05_3,Colón,dpto_sv_dte.05,79315794B90706400022034
dpto_78,dpto_sv_dte.05_4,Comasagua,dpto_sv_dte.05,79315794B83830652945762
dpto_79,dpto_sv_dte.05_5,Chiltiupán,dpto_sv_dte.05,79315794B3763071273846
dpto_80,dpto_sv_dte.05_6,Huizucar,dpto_sv_dte.05,79315794B67275787236305
dpto_81,dpto_sv_dte.05_7,Jayaque,dpto_sv_dte.05,79315794B97499206921043
dpto_82,dpto_sv_dte.05_8,Jicalapa,dpto_sv_dte.05,79315794B14593460253093
dpto_83,dpto_sv_dte.05_9,La Libertad,dpto_sv_dte.05,79315794B83048937220923
dpto_84,dpto_sv_dte.05_10,Nuevo Cuscatlan,dpto_sv_dte.05,79315794B57511949533028
dpto_85,dpto_sv_dte.05_11,Santa Tecla,dpto_sv_dte.05,79315794B65816888820880
dpto_86,dpto_sv_dte.05_12,Quezaltepeque,dpto_sv_dte.05,79315794B6796894377003
dpto_87,dpto_sv_dte.05_13,Sacacoyo,dpto_sv_dte.05,79315794B18547918884366
dpto_88,dpto_sv_dte.05_14,San Jose Villanueva,dpto_sv_dte.05,79315794B45562191663104
dpto_89,dpto_sv_dte.05_15,San Juan Opico,dpto_sv_dte.05,79315794B68531510505764
dpto_90,dpto_sv_dte.05_16,San Matias,dpto_sv_dte.05,79315794B64353781119286
dpto_91,dpto_sv_dte.05_17,San Pablo Tacachico,dpto_sv_dte.05,79315794B89809373997375
dpto_92,dpto_sv_dte.05_18,Tamanique,dpto_sv_dte.05,79315794B98039027185158
dpto_93,dpto_sv_dte.05_19,Talnique,dpto_sv_dte.05,79315794B64720154459307
dpto_94,dpto_sv_dte.05_20,Teotepeque,dpto_sv_dte.05,79315794B28105144261265
dpto_95,dpto_sv_dte.05_21,Tepecoyo,dpto_sv_dte.05,79315794B30676307149380
dpto_96,dpto_sv_dte.05_22,Zaragoza,dpto_sv_dte.05,79315794B55375051519151
dpto_97,dpto_sv_dte.06_1,Aguilares,dpto_sv_dte.06,79315794B35993444863813
dpto_98,dpto_sv_dte.06_2,Apopa,dpto_sv_dte.06,79315794B15952379491398
dpto_99,dpto_sv_dte.06_3,Ayutuxtepeque,dpto_sv_dte.06,79315794B20795097594485
dpto_100,dpto_sv_dte.06_4,Cuscatancingo,dpto_sv_dte.06,79315794B15002894177618
dpto_101,dpto_sv_dte.06_5,El Paisnal,dpto_sv_dte.06,79315794B50564246883292
dpto_102,dpto_sv_dte.06_6,Guazapa,dpto_sv_dte.06,79315794B64976158073406
dpto_103,dpto_sv_dte.06_7,Ilopango,dpto_sv_dte.06,79315794B14554153149615
dpto_104,dpto_sv_dte.06_8,Mejicanos,dpto_sv_dte.06,79315794B64508526570153
dpto_105,dpto_sv_dte.06_9,Nejapa,dpto_sv_dte.06,79315794B50555596847343
dpto_106,dpto_sv_dte.06_10,Panchimalco,dpto_sv_dte.06,79315794B93923145926056
dpto_107,dpto_sv_dte.06_11,Rosario De Mora,dpto_sv_dte.06,79315794B63782301710302
dpto_108,dpto_sv_dte.06_12,San Marcos,dpto_sv_dte.06,79315794B60166083872241
dpto_109,dpto_sv_dte.06_13,San Martin,dpto_sv_dte.06,79315794B76492657224613
dpto_110,dpto_sv_dte.06_14,San Salvador,dpto_sv_dte.06,79315794B23581403220274
dpto_111,dpto_sv_dte.06_15,Santiago Texacuangos,dpto_sv_dte.06,79315794B99064855901693
dpto_112,dpto_sv_dte.06_16,Santo Tomas,dpto_sv_dte.06,79315794B72742203497130
dpto_113,dpto_sv_dte.06_17,Soyapango,dpto_sv_dte.06,79315794B91995103964553
dpto_114,dpto_sv_dte.06_18,Tonacatepeque,dpto_sv_dte.06,79315794B51394050606114
dpto_115,dpto_sv_dte.06_19,Ciudad Delgado,dpto_sv_dte.06,79315794B16218870700964
dpto_116,dpto_sv_dte.07_1,Candelaria,dpto_sv_dte.07,79315794B51987205560493
dpto_117,dpto_sv_dte.07_2,Cojutepeque,dpto_sv_dte.07,79315794B20346858369055
dpto_118,dpto_sv_dte.07_3,El Carmen,dpto_sv_dte.07,79315794B59073363211022
dpto_119,dpto_sv_dte.07_4,El Rosario,dpto_sv_dte.07,79315794B65212935039399
dpto_120,dpto_sv_dte.07_5,Monte San Juan,dpto_sv_dte.07,79315794B22324098183845
dpto_121,dpto_sv_dte.07_6,Oratorio de Concepcion,dpto_sv_dte.07,79315794B20634553620761
dpto_122,dpto_sv_dte.07_7,San Bartolo Perulapia,dpto_sv_dte.07,79315794B68929541258956
dpto_123,dpto_sv_dte.07_8,San Cristobal,dpto_sv_dte.07,79315794B97482080846399
dpto_124,dpto_sv_dte.07_9,San Juan Guayabal,dpto_sv_dte.07,79315794B3806321694601
dpto_125,dpto_sv_dte.07_10,San Pedro Perulapan,dpto_sv_dte.07,79315794B92906817022615
dpto_126,dpto_sv_dte.07_11,San Rafael Cedros,dpto_sv_dte.07,79315794B7744042478235
dpto_127,dpto_sv_dte.07_12,San Ramon,dpto_sv_dte.07,79315794B61693360751920
dpto_128,dpto_sv_dte.07_13,Santa Cruz Analquito,dpto_sv_dte.07,79315794B62931478156428
dpto_129,dpto_sv_dte.07_14,Santa Cruz Michapa,dpto_sv_dte.07,79315794B63707478046471
dpto_130,dpto_sv_dte.07_15,Suchitoto,dpto_sv_dte.07,79315794B22426566538206
dpto_131,dpto_sv_dte.07_16,Tenancingo,dpto_sv_dte.07,79315794B69237324383311
dpto_132,dpto_sv_dte.08_1,Cuyultitán,dpto_sv_dte.08,79315794B52080177135978
dpto_133,dpto_sv_dte.08_2,El Rosario,dpto_sv_dte.08,79315794B45155466226613
dpto_134,dpto_sv_dte.08_3,Jerusalen,dpto_sv_dte.08,79315794B82662647576832
dpto_135,dpto_sv_dte.08_4,Mercedes La Ceiba,dpto_sv_dte.08,79315794B34577462540081
dpto_136,dpto_sv_dte.08_5,Olocuilta,dpto_sv_dte.08,79315794B8332040892436
dpto_137,dpto_sv_dte.08_6,Paraiso Osorio,dpto_sv_dte.08,79315794B78003288159238
dpto_138,dpto_sv_dte.08_7,San Antonio Masahuat,dpto_sv_dte.08,79315794B84342093482333
dpto_139,dpto_sv_dte.08_8,San Emigdio,dpto_sv_dte.08,79315794B95898658703869
dpto_140,dpto_sv_dte.08_9,San Francisco Chinameca,dpto_sv_dte.08,79315794B59411245897989
dpto_141,dpto_sv_dte.08_10,San Juan Nonualco,dpto_sv_dte.08,79315794B7146540815247
dpto_142,dpto_sv_dte.08_11,San Juan Talpa,dpto_sv_dte.08,79315794B89727671560909
dpto_143,dpto_sv_dte.08_12,San Juan Tepezontes,dpto_sv_dte.08,79315794B40906067193470
dpto_144,dpto_sv_dte.08_13,San Luis Talpa,dpto_sv_dte.08,79315794B95271518401936
dpto_145,dpto_sv_dte.08_14,San Miguel Tepezontes,dpto_sv_dte.08,79315794B16345419733055
dpto_146,dpto_sv_dte.08_15,San Pedro Masahuat,dpto_sv_dte.08,79315794B51532332828438
dpto_147,dpto_sv_dte.08_16,San Pedro Nonualco,dpto_sv_dte.08,79315794B23802298145360
dpto_148,dpto_sv_dte.08_17,San Rafael Obrajuelo,dpto_sv_dte.08,79315794B86177498250325
dpto_149,dpto_sv_dte.08_18,Santa Maria Ostuma,dpto_sv_dte.08,79315794B62566819946411
dpto_150,dpto_sv_dte.08_19,Santiago Nonualco,dpto_sv_dte.08,79315794B86595410574585
dpto_151,dpto_sv_dte.08_20,Tapalhuaca,dpto_sv_dte.08,79315794B13403044609430
dpto_152,dpto_sv_dte.08_21,Zacatecoluca,dpto_sv_dte.08,79315794B51596434492977
dpto_153,dpto_sv_dte.08_22,San Luis La Herradura,dpto_sv_dte.08,79315794B33887915664095
dpto_154,dpto_sv_dte.09_1,Cinquera,dpto_sv_dte.09,79315794B74601792189974
dpto_155,dpto_sv_dte.09_2,Guacotecti,dpto_sv_dte.09,79315794B37793229962315
dpto_156,dpto_sv_dte.09_3,Ilobasco,dpto_sv_dte.09,79315794B91791198774998
dpto_157,dpto_sv_dte.09_4,Jutiapa,dpto_sv_dte.09,79315794B78651790213252
dpto_158,dpto_sv_dte.09_5,San Isidro,dpto_sv_dte.09,79315794B41516197400917
dpto_159,dpto_sv_dte.09_6,Sensuntepeque,dpto_sv_dte.09,79315794B14613066597096
dpto_160,dpto_sv_dte.09_7,Tejutepeque,dpto_sv_dte.09,79315794B23390079838525
dpto_161,dpto_sv_dte.09_8,Victoria,dpto_sv_dte.09,79315794B80392289599084
dpto_162,dpto_sv_dte.09_9,Dolores,dpto_sv_dte.09,79315794B94447773522509
dpto_163,dpto_sv_dte.10_1,Apastepeque,dpto_sv_dte.10,79315794B88120716083834
dpto_164,dpto_sv_dte.10_2,Guadalupe,dpto_sv_dte.10,79315794B14868811920959
dpto_165,dpto_sv_dte.10_3,San Cayetano Istepeque,dpto_sv_dte.10,79315794B71390951113356
dpto_166,dpto_sv_dte.10_4,Santa Clara,dpto_sv_dte.10,79315794B82083625873900
dpto_167,dpto_sv_dte.10_5,Santo Domingo,dpto_sv_dte.10,79315794B33093457347300
dpto_168,dpto_sv_dte.10_6,San Estaban Catarina,dpto_sv_dte.10,79315794B99150675091026
dpto_169,dpto_sv_dte.10_7,San Ildefonso,dpto_sv_dte.10,79315794B99762611748167
dpto_170,dpto_sv_dte.10_8,San Lorenzo,dpto_sv_dte.10,79315794B10001749277791
dpto_171,dpto_sv_dte.10_9,San Sebastian,dpto_sv_dte.10,79315794B84108847330895
dpto_172,dpto_sv_dte.10_10,San Vicente,dpto_sv_dte.10,79315794B54364686150997
dpto_173,dpto_sv_dte.10_11,Tecoluca,dpto_sv_dte.10,79315794B29449237638687
dpto_174,dpto_sv_dte.10_12,Tepetitan,dpto_sv_dte.10,79315794B31550147369737
dpto_175,dpto_sv_dte.10_13,Verapaz,dpto_sv_dte.10,79315794B90489018525670
dpto_176,dpto_sv_dte.11_1,Alegria,dpto_sv_dte.11,79315794B9121955400146
dpto_177,dpto_sv_dte.11_2,Berlin,dpto_sv_dte.11,79315794B3910193527367
dpto_178,dpto_sv_dte.11_3,California,dpto_sv_dte.11,79315794B4303083409375
dpto_179,dpto_sv_dte.11_4,Concepcion Batres,dpto_sv_dte.11,79315794B53503035270469
dpto_180,dpto_sv_dte.11_5,El Triunfo,dpto_sv_dte.11,79315794B67871335159639
dpto_181,dpto_sv_dte.11_6,Ereguayquin,dpto_sv_dte.11,79315794B83878115862603
dpto_182,dpto_sv_dte.11_7,Estanzuelas,dpto_sv_dte.11,79315794B13778557188445
dpto_183,dpto_sv_dte.11_8,Jiquilisco,dpto_sv_dte.11,79315794B89800757890613
dpto_184,dpto_sv_dte.11_9,Jucuapa,dpto_sv_dte.11,79315794B57569501893632
dpto_185,dpto_sv_dte.11_10,Jucuaran,dpto_sv_dte.11,79315794B65183963779708
dpto_186,dpto_sv_dte.11_11,Mercedes Umaña,dpto_sv_dte.11,79315794B346679513867
dpto_187,dpto_sv_dte.11_12,Nueva Granada,dpto_sv_dte.11,79315794B45430639104766
dpto_188,dpto_sv_dte.11_13,Ozatlan,dpto_sv_dte.11,79315794B72331758964079
dpto_189,dpto_sv_dte.11_14,Puerto El Triunfo,dpto_sv_dte.11,79315794B47681423579390
dpto_190,dpto_sv_dte.11_15,San Agustin,dpto_sv_dte.11,79315794B65140783843548
dpto_191,dpto_sv_dte.11_16,San Buenaventura,dpto_sv_dte.11,79315794B70705018160064
dpto_192,dpto_sv_dte.11_17,San Dionisio,dpto_sv_dte.11,79315794B287645729491
dpto_193,dpto_sv_dte.11_18,Santa Elena,dpto_sv_dte.11,79315794B74787052715916
dpto_194,dpto_sv_dte.11_19,San Francisco Javier,dpto_sv_dte.11,79315794B48359666859160
dpto_195,dpto_sv_dte.11_20,Santa Maria,dpto_sv_dte.11,79315794B25959400304708
dpto_196,dpto_sv_dte.11_21,Santiago De Maria,dpto_sv_dte.11,79315794B10579863539428
dpto_197,dpto_sv_dte.11_22,Tecapan,dpto_sv_dte.11,79315794B88641565505680
dpto_198,dpto_sv_dte.11_23,Usulutan,dpto_sv_dte.11,79315794B68893851192533
dpto_263,dpto_sv_dte.11_24,El Jobal,dpto_sv_dte.11,79315794B69543299009522
dpto_199,dpto_sv_dte.12_1,Carolina,dpto_sv_dte.12,79315794B12746718022647
dpto_200,dpto_sv_dte.12_2,Ciudad Barrios,dpto_sv_dte.12,79315794B38727167793446
dpto_201,dpto_sv_dte.12_3,Comacaran,dpto_sv_dte.12,79315794B66369020490916
dpto_202,dpto_sv_dte.12_4,Chapeltique,dpto_sv_dte.12,79315794B22545432113696
dpto_203,dpto_sv_dte.12_5,Chinameca,dpto_sv_dte.12,79315794B82505145234001
dpto_204,dpto_sv_dte.12_6,Chirilagua,dpto_sv_dte.12,79315794B2864727772405
dpto_205,dpto_sv_dte.12_7,El Transito,dpto_sv_dte.12,79315794B37680767331657
dpto_206,dpto_sv_dte.12_8,Lolotique,dpto_sv_dte.12,79315794B78661995875719
dpto_207,dpto_sv_dte.12_9,Moncagua,dpto_sv_dte.12,79315794B94858643210446
dpto_208,dpto_sv_dte.12_10,Nueva Guadalupe,dpto_sv_dte.12,79315794B11373677383490
dpto_209,dpto_sv_dte.12_11,Nuevo Eden de San Juan,dpto_sv_dte.12,79315794B99179183190773
dpto_210,dpto_sv_dte.12_12,Quelepa,dpto_sv_dte.12,79315794B22242380488135
dpto_211,dpto_sv_dte.12_13,San Antonio Del Mosco,dpto_sv_dte.12,79315794B31133619180523
dpto_212,dpto_sv_dte.12_14,San Gerardo,dpto_sv_dte.12,79315794B47910472447580
dpto_213,dpto_sv_dte.12_15,San Jorge,dpto_sv_dte.12,79315794B31641334211700
dpto_214,dpto_sv_dte.12_16,San Luis de la Reina,dpto_sv_dte.12,79315794B85489801773843
dpto_215,dpto_sv_dte.12_17,San Miguel,dpto_sv_dte.12,79315794B62992281929492
dpto_216,dpto_sv_dte.12_18,San Rafael,dpto_sv_dte.12,79315794B33674130591539
dpto_217,dpto_sv_dte.12_19,Sesori,dpto_sv_dte.12,79315794B1074429628551
dpto_218,dpto_sv_dte.12_20,Uluazapa,dpto_sv_dte.12,79315794B61468215624461
dpto_219,dpto_sv_dte.13_1,Arambala,dpto_sv_dte.13,79315794B89451063851506
dpto_220,dpto_sv_dte.13_2,Cacaopera,dpto_sv_dte.13,79315794B14981494390945
dpto_221,dpto_sv_dte.13_3,Corinto,dpto_sv_dte.13,79315794B21436150640126
dpto_222,dpto_sv_dte.13_4,Chilanga,dpto_sv_dte.13,79315794B82742941471895
dpto_223,dpto_sv_dte.13_5,Delicias De Concepcion,dpto_sv_dte.13,79315794B74024261126533
dpto_224,dpto_sv_dte.13_6,El Divisadero,dpto_sv_dte.13,79315794B58056698139917
dpto_225,dpto_sv_dte.13_7,El Rosario,dpto_sv_dte.13,79315794B93359070000438
dpto_226,dpto_sv_dte.13_8,Gualococti,dpto_sv_dte.13,79315794B60793117335439
dpto_227,dpto_sv_dte.13_9,Guatajiagua,dpto_sv_dte.13,79315794B83813091780755
dpto_228,dpto_sv_dte.13_10,Joateca,dpto_sv_dte.13,79315794B15672715346163
dpto_229,dpto_sv_dte.13_11,Jocoaitique,dpto_sv_dte.13,79315794B98442573650790
dpto_230,dpto_sv_dte.13_12,Jocoro,dpto_sv_dte.13,79315794B60700507895627
dpto_231,dpto_sv_dte.13_13,Lolotiquillo,dpto_sv_dte.13,79315794B62683925529681
dpto_232,dpto_sv_dte.13_14,Meanguera,dpto_sv_dte.13,79315794B34067607508772
dpto_233,dpto_sv_dte.13_15,Osicala,dpto_sv_dte.13,79315794B49353341662068
dpto_234,dpto_sv_dte.13_16,Perquin,dpto_sv_dte.13,79315794B15049228022920
dpto_235,dpto_sv_dte.13_17,San Carlos,dpto_sv_dte.13,79315794B31320267138614
dpto_236,dpto_sv_dte.13_18,San Fernando,dpto_sv_dte.13,79315794B76817254995906
dpto_237,dpto_sv_dte.13_19,San Francisco Gotera,dpto_sv_dte.13,79315794B84780474662802
dpto_238,dpto_sv_dte.13_20,San Isidro,dpto_sv_dte.13,79315794B40793175088004
dpto_239,dpto_sv_dte.13_21,San Simon,dpto_sv_dte.13,79315794B81535707039763
dpto_240,dpto_sv_dte.13_22,Sensembra,dpto_sv_dte.13,79315794B42812411509914
dpto_241,dpto_sv_dte.13_23,Sociedad,dpto_sv_dte.13,79315794B92912224375807
dpto_242,dpto_sv_dte.13_24,Torola,dpto_sv_dte.13,79315794B91576737756092
dpto_243,dpto_sv_dte.13_25,Yamabal,dpto_sv_dte.13,79315794B61732768803138
dpto_244,dpto_sv_dte.13_26,Yoloaiquin,dpto_sv_dte.13,79315794B37185421427517
dpto_245,dpto_sv_dte.14_1,Anamoros,dpto_sv_dte.14,79315794B19086896998626
dpto_246,dpto_sv_dte.14_2,Bolivar,dpto_sv_dte.14,79315794B14364767693196
dpto_247,dpto_sv_dte.14_3,Concepcion De Oriente,dpto_sv_dte.14,79315794B80600730449198
dpto_248,dpto_sv_dte.14_4,Conchagua,dpto_sv_dte.14,79315794B28833031300793
dpto_249,dpto_sv_dte.14_5,El Carmen,dpto_sv_dte.14,79315794B89253814837781    
dpto_250,dpto_sv_dte.14_6,El Sauce,dpto_sv_dte.14,79315794B47950461762120
dpto_251,dpto_sv_dte.14_7,Intipuca,dpto_sv_dte.14,79315794B43009809112841
dpto_252,dpto_sv_dte.14_8,La Union,dpto_sv_dte.14,79315794B80691700287091
dpto_253,dpto_sv_dte.14_9,Lislique,dpto_sv_dte.14,79315794B5656264018914
dpto_254,dpto_sv_dte.14_10,Meanguera Del Golfo,dpto_sv_dte.14,79315794B74155623627122
dpto_255,dpto_sv_dte.14_11,Nueva Esparta,dpto_sv_dte.14,79315794B77183491634669
dpto_256,dpto_sv_dte.14_12,Pasaquina,dpto_sv_dte.14,79315794B52450806978859
dpto_257,dpto_sv_dte.14_13,Poloros,dpto_sv_dte.14,79315794B66157008088608
dpto_258,dpto_sv_dte.14_14,San Alejo,dpto_sv_dte.14,79315794B37324001782995
dpto_259,dpto_sv_dte.14_15,San Jose,dpto_sv_dte.14,79315794B59795553540693
dpto_260,dpto_sv_dte.14_16,Santa Rosa Lima,dpto_sv_dte.14,79315794B52241346055675
dpto_261,dpto_sv_dte.14_17,Yayantique,dpto_sv_dte.14,79315794B57230923160780
dpto_262,dpto_sv_dte.14_18,Yucuaiquin,dpto_sv_dte.14,79315794B9903520434007
